id_registro,texto_principal,label,label_detalhe,pipeline_origem,portal_origem,origem_texto,origem_qualidade,tamanho_chars,data_publicacao,url_origem,faixa_tamanho
GFC_NEG_00125,"""Varíola? Não. Chama-se Cobreiro/Heroes Zóster, e é uma conhecida 'reação adversa' da vacina de covid... Eles até tentaram usar uma foto de herpes zóster e chamá-la de varíola""",0,FALSO,google_factcheck,OBSERVADOR,AFIRMACAO_CHECADA,ROTULO_FORTE,176,2022-05-30,https://observador.pt/factchecks/fact-check-variola-dos-macacos-e-uma-reacao-adversa-as-vacinas-contra-a-covid-19/,150_200
RSS_00166,"Fux defende decisão de Toffoli e mantém a extinção de processos contra Beto Richa — O ministro afirmou se tratar de uma ação 'manifestamente incabível', devido à jurisprudência do STF",1,NOTICIA_REAL,noticias_reais,CARTACAPITAL,titulo_resumo,ROTULO_ASSUMIDO,183,2026-05-15,https://www.cartacapital.com.br/politica/fux-defende-decisao-de-toffoli-e-mantem-a-extincao-de-processos-contra-beto-richa/,150_200
RSS_00061,"Grande centrão: Veredas — ""O senhor sabe: centrão é onde manda quem é forte, com as astúcias."" Leia mais (05/13/2026 - 19h00)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,125,2026-05-13,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/conrado-hubner-mendes/2026/05/grande-centrao-veredas.shtml,100_150
RSS_00093,Desabamento em Salvador deixa ao menos 1 morto — Prédio de 4 andares desabou; bombeiros buscam desaparecidos,1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,ROTULO_ASSUMIDO,108,2026-05-17,https://www.poder360.com.br/poder-infra/desabamento-em-salvador-deixa-ao-menos-1-morto/,100_150
GFC_NEG_00027,"""Mau... O governo austríaco que se decida... VÍDEO | Viena (Áustria), também há vacinação em bordéis, se for inoculado ganha um prémio: 30 minutos de sexo grátis com uma prostituta. Mas ao mesmo tempo fez um confinamento para os não injectados.""",0,FALSO,google_factcheck,OBSERVADOR,AFIRMACAO_CHECADA,ROTULO_FORTE,245,2021-11-30,https://observador.pt/factchecks/fact-check-governo-austriaco-promoveu-vacinacao-em-bordeis-com-direito-a-30-minutos-de-sexo-gratis/,200_300
RSS_00196,"Aliados de Flávio Bolsonaro veem abalo de confiança por elo com Vorcaro e temem mais acusações — A revelação de conversas e uma relação de intimidade entre o senador Flávio Bolsonaro ( PL -RJ) e o ex-banqueiro Daniel Vorcaro , após o pré-candidato dizer publicamente e reservadamente para líderes de direita que não tinha contatos com o dono do Banco Master , causou uma sensação de quebra de confiança entre seus apoiadores. Leia mais (05/14/2026 - 04h06)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,456,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/aliados-de-flavio-bolsonaro-veem-abalo-de-confianca-por-elo-com-vorcaro-e-temem-mais-acusacoes.shtml,400_mais
GFC_NEG_00030,Suzane Von Richthofen será candidata a vereadora pelo PT,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,56,2021-10-15,https://www.aosfatos.org/noticias/e-falso-que-suzane-von-richthofen-sera-candidata-a-vereadora-pelo-pt/,50_100
RSS_00009,Fundo ligado a aliado de Eduardo compra casa no Texas — PF investiga desvio de recursos; fundo gerenciou verba de filme sobre Bolsonaro,1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,ROTULO_ASSUMIDO,135,2026-05-17,https://www.poder360.com.br/poder-justica/fundo-ligado-a-aliado-de-eduardo-compra-casa-no-texas/,100_150
RSS_00001,Comissão da Câmara aprova cota para mulheres na direção de clubes — Texto prevê reserva de vagas para mulheres em cargos de comando e em conselhos que apuram assédio sexual.,1,NOTICIA_REAL,noticias_reais,CONGRESSO_EM_FOCO,titulo_resumo,ROTULO_ASSUMIDO,173,2026-05-15,https://www.congressoemfoco.com.br/noticia/118927/comissao-da-camara-aprova-cota-para-mulheres-na-direcao-de-clubes,150_200
GFC_NEG_00047,Votação nas eleições municipais de 2024 servirá como prova de vida para INSS,0,ENGANOSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,76,2024-09-20,https://checamos.afp.com/doc.afp.com.36GQ8EW,50_100
GFC_NEG_00245,"Em uma nota técnica, o Ministério da Saúde diz que a cloroquina funciona e que as vacinas não. O documento contraria especialistas ouvidos pelo próprio ministério",0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,162,2023-03-10,https://noticias.uol.com.br/confere/ultimas-noticias/2023/03/10/video-antigo-cita-nota-tecnica-de-2022-contra-vacina-como-se-fosse-atual.htm,150_200
GFC_NEG_00103,Nova regra da Receita Federal monitora automaticamente todas as transações Pix e cruza os dados diretamente com a declaração de Imposto de Renda para identificar inconsistências financeiras.​,0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,191,,https://www.estadao.com.br/estadao-verifica/receita-federal-nao-monitora-pix-individual-automaticamente-enganoso/,150_200
